ID	Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
1366	IFNA21_IFNAR2	IFNA21	interferon, alpha 21	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	NA	NA	NA	NA	IFNAR2	21856167	known	literature supported
1367	IFNA2_IFNAR1	IFNA2	interferon, alpha 2	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	IFNAR1	NA	known	literature supported
1368	IFNA2_IFNAR2	IFNA2	interferon, alpha 2	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	IFNAR2	NA	known	literature supported
1369	IFNA4_IFNAR1	IFNA4	interferon, alpha 4	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	NA	NA	NA	NA	NA	NA	IFNAR1	21856167	known	literature supported
1370	IFNA4_IFNAR2	IFNA4	interferon, alpha 4	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	NA	NA	NA	NA	IFNAR2	21856167	known	literature supported
1371	IFNA5_IFNAR1	IFNA5	interferon, alpha 5	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	NA	NA	NA	NA	NA	NA	IFNAR1	21856167	known	literature supported
1372	IFNA5_IFNAR2	IFNA5	interferon, alpha 5	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	HPRD	NA	NA	NA	IFNAR2	NA	known	literature supported
1373	IFNA6_IFNAR1	IFNA6	interferon, alpha 6	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	NA	NA	NA	STRING.binding	NA	NA	IFNAR1	21856167	known	literature supported
1374	IFNA6_IFNAR2	IFNA6	interferon, alpha 6	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	NA	STRING.binding	NA	NA	IFNAR2	21856167	known	literature supported
1375	IFNA7_IFNAR1	IFNA7	interferon, alpha 7	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	NA	NA	NA	NA	NA	NA	IFNAR1	21856167	known	literature supported
1376	IFNA7_IFNAR2	IFNA7	interferon, alpha 7	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	NA	NA	NA	NA	IFNAR2	21856167	known	literature supported
1377	IFNA8_IFNAR1	IFNA8	interferon, alpha 8	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	NA	NA	NA	STRING.binding	NA	NA	IFNAR1	21856167	known	literature supported
1378	IFNA8_IFNAR2	IFNA8	interferon, alpha 8	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	IFNAR2	NA	known	literature supported
1379	IFNB1_IFNAR1	IFNB1	interferon, beta 1, fibroblast	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IFNB1	IFNAR1	NA	known	literature supported
1380	IFNB1_IFNAR2	IFNB1	interferon, beta 1, fibroblast	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	HPMR	NA	HPRD	NA	NA	IFNB1	IFNAR2	NA	known	literature supported
1381	IFNG_IFNGR1	IFNG	interferon, gamma	IFNGR1	interferon gamma receptor 1	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IFNG	IFNGR1	NA	known	literature supported
1382	IFNG_IFNGR2	IFNG	interferon, gamma	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	DLRP	HPMR	NA	HPRD	STRING.binding	NA	IFNG	IFNGR2	NA	known	literature supported
1383	IFNL1_IFNLR1	IFNL1	interferon, lambda 1	IFNLR1	interferon, lambda receptor 1	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL29	IL28RA	NA	known	literature supported
1384	IFNL1_IL10RB	IFNL1	interferon, lambda 1	IL10RB	interleukin 10 receptor, beta	NA	HPMR	NA	NA	STRING.binding	NA	IL29	IL10RB	NA	known	literature supported
1385	IFNL2_IFNLR1	IFNL2	interferon, lambda 2	IFNLR1	interferon, lambda receptor 1	NA	HPMR	NA	HPRD	NA	NA	IL28A	IL28RA	NA	known	literature supported
1386	IFNL2_IL10RB	IFNL2	interferon, lambda 2	IL10RB	interleukin 10 receptor, beta	NA	HPMR	NA	HPRD	NA	NA	IL28A	IL10RB	NA	known	literature supported
1387	IFNL3_IFNLR1	IFNL3	interferon, lambda 3	IFNLR1	interferon, lambda receptor 1	NA	HPMR	NA	NA	NA	NA	IL28B	IL28RA	NA	known	literature supported
1388	IFNL3_IL10RB	IFNL3	interferon, lambda 3	IL10RB	interleukin 10 receptor, beta	NA	HPMR	NA	HPRD	NA	NA	IL28B	IL10RB	NA	known	literature supported
1389	IFNW1_IFNAR1	IFNW1	interferon, omega 1	IFNAR1	interferon (alpha, beta and omega) receptor 1	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IFNW1	IFNAR1	NA	known	literature supported
1390	IFNW1_IFNAR2	IFNW1	interferon, omega 1	IFNAR2	interferon (alpha, beta and omega) receptor 2	DLRP	HPMR	NA	NA	STRING.binding	STRING.experiment	IFNW1	IFNAR2	NA	known	literature supported
1391	IGF1_IGF1R	IGF1	insulin-like growth factor 1 (somatomedin C)	IGF1R	insulin-like growth factor 1 receptor	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	IGF1	IGF1R	NA	known	literature supported
1392	IGF1_INSR	IGF1	insulin-like growth factor 1 (somatomedin C)	INSR	insulin receptor	NA	NA	NA	NA	STRING.binding	NA	IGF1	INSR	NA	novel	putative
1393	IGF2_IGF1R	IGF2	insulin-like growth factor 2 (somatomedin A)	IGF1R	insulin-like growth factor 1 receptor	NA	NA	IUPHAR	HPRD	NA	NA	IGF2	IGF1R	NA	known	literature supported
1394	IGF2_IGF2R	IGF2	insulin-like growth factor 2 (somatomedin A)	IGF2R	insulin-like growth factor 2 receptor	DLRP	HPMR	NA	HPRD	NA	NA	IGF2	IGF2R	NA	known	literature supported
1395	IGF2_INSR	IGF2	insulin-like growth factor 2 (somatomedin A)	INSR	insulin receptor	NA	HPMR	NA	HPRD	NA	NA	IGF2	INSR	NA	known	literature supported
1396	IGFBP4_FZD8	IGFBP4	insulin-like growth factor binding protein 4	FZD8	frizzled class receptor 8	NA	NA	NA	NA	STRING.binding	NA	NA	FZD8	18528331	novel	literature supported
1397	IGFBP4_LRP6	IGFBP4	insulin-like growth factor binding protein 4	LRP6	low density lipoprotein receptor-related protein 6	NA	NA	NA	NA	STRING.binding	NA	NA	LRP6	18528331	novel	literature supported
1398	IGFL1_IGFLR1	IGFL1	IGF-like family member 1	IGFLR1	IGF-like family receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	21454693	novel	literature supported
1399	IGFL2_IGFLR1	IGFL2	IGF-like family member 2	IGFLR1	IGF-like family receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	21454693	novel	literature supported
1400	IGFL3_IGFLR1	IGFL3	IGF-like family member 3	IGFLR1	IGF-like family receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	21454693	novel	literature supported
1401	IHH_BOC	IHH	indian hedgehog	BOC	BOC cell adhesion associated, oncogene regulated	NA	NA	NA	NA	STRING.binding	STRING.experiment	IHH	BOC	20519495	novel	literature supported
1402	IHH_CDON	IHH	indian hedgehog	CDON	cell adhesion associated, oncogene regulated	NA	NA	NA	NA	STRING.binding	STRING.experiment	IHH	CDON	20519495	novel	literature supported
1403	IHH_HHIP	IHH	indian hedgehog	HHIP	hedgehog interacting protein	NA	HPMR	NA	HPRD	STRING.binding	NA	IHH	HHIP	NA	known	literature supported
1404	IHH_PTCH1	IHH	indian hedgehog	PTCH1	patched 1	NA	HPMR	NA	HPRD	STRING.binding	NA	IHH	PTCH	NA	known	literature supported
1405	IHH_PTCH2	IHH	indian hedgehog	PTCH2	patched 2	NA	NA	NA	HPRD	STRING.binding	NA	IHH	PTCH2	NA	novel	literature supported
1406	IL10_IL10RA	IL10	interleukin 10	IL10RA	interleukin 10 receptor, alpha	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL10	IL10RA	NA	known	literature supported
1407	IL10_IL10RB	IL10	interleukin 10	IL10RB	interleukin 10 receptor, beta	DLRP	HPMR	NA	HPRD	NA	STRING.experiment	IL10	IL10RB	NA	known	literature supported
1408	IL10_SIRPG	IL10	interleukin 10	SIRPG	signal-regulatory protein gamma	NA	NA	NA	NA	STRING.binding	STRING.experiment	IL10	NA	NA	novel	putative
1409	IL11_IL11RA	IL11	interleukin 11	IL11RA	interleukin 11 receptor, alpha	DLRP	HPMR	NA	HPRD	NA	STRING.experiment	IL11	IL11RA	NA	known	literature supported
1410	IL11_IL6ST	IL11	interleukin 11	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	DLRP	HPMR	NA	NA	NA	NA	IL11	IL6ST	NA	known	literature supported
1411	IL12A_CD28	IL12A	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)	CD28	CD28 molecule	NA	NA	NA	HPRD	NA	NA	IL12A	NA	NA	novel	literature supported
1412	IL12A_IL12RB1	IL12A	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)	IL12RB1	interleukin 12 receptor, beta 1	DLRP	HPMR	NA	NA	STRING.binding	STRING.experiment	IL12A	IL12RB1	NA	known	literature supported
1413	IL12A_IL12RB2	IL12A	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)	IL12RB2	interleukin 12 receptor, beta 2	DLRP	NA	NA	NA	STRING.binding	NA	IL12A	IL12RB2	943050	known	literature supported
1414	IL12B_IL12RB1	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	IL12RB1	interleukin 12 receptor, beta 1	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	IL12B	IL12RB1	NA	known	literature supported
1415	IL12B_IL12RB2	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	IL12RB2	interleukin 12 receptor, beta 2	DLRP	HPMR	NA	HPRD	STRING.binding	NA	IL12B	IL12RB2	NA	known	literature supported
1416	IL12B_IL23R	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	IL23R	interleukin 23 receptor	NA	NA	NA	NA	STRING.binding	NA	IL12B	IL23R	17587057	novel	literature supported
1417	IL13_IL13RA1	IL13	interleukin 13	IL13RA1	interleukin 13 receptor, alpha 1	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL13	IL13RA1	NA	known	literature supported
1418	IL13_IL13RA2	IL13	interleukin 13	IL13RA2	interleukin 13 receptor, alpha 2	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL13	IL13RA2	NA	known	literature supported
1419	IL13_IL2RG	IL13	interleukin 13	IL2RG	interleukin 2 receptor, gamma	DLRP	NA	NA	NA	NA	NA	IL13	IL2RG	8920992	known	literature supported
1420	IL13_IL4R	IL13	interleukin 13	IL4R	interleukin 4 receptor	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL13	IL4R	NA	known	literature supported
1421	IL15_IL15RA	IL15	interleukin 15	IL15RA	interleukin 15 receptor, alpha	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL15	IL15RA	NA	known	literature supported
1422	IL15_IL2RA	IL15	interleukin 15	IL2RA	interleukin 2 receptor, alpha	NA	NA	NA	NA	STRING.binding	NA	IL15	IL2RA	8734356	novel	literature supported
1423	IL15_IL2RB	IL15	interleukin 15	IL2RB	interleukin 2 receptor, beta	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL15	IL2RB	NA	known	literature supported
1424	IL15_IL2RG	IL15	interleukin 15	IL2RG	interleukin 2 receptor, gamma	DLRP	HPMR	NA	HPRD	NA	NA	IL15	IL2RG	NA	known	literature supported
1425	IL16_CCR5	IL16	interleukin 16	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	NA	NA	NA	NA	STRING.binding	NA	NA	CCR5	NA	novel	putative
1426	IL16_CD4	IL16	interleukin 16	CD4	CD4 molecule	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	NA	NA	known	literature supported
1427	IL16_GRIN2C	IL16	interleukin 16	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1428	IL16_GRIN2D	IL16	interleukin 16	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1429	IL16_KCNA3	IL16	interleukin 16	KCNA3	potassium voltage-gated channel, shaker-related subfamily, member 3	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1430	IL16_KCND1	IL16	interleukin 16	KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1431	IL16_KCND2	IL16	interleukin 16	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1432	IL16_KCNJ10	IL16	interleukin 16	KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1433	IL16_KCNJ15	IL16	interleukin 16	KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1434	IL16_KCNJ4	IL16	interleukin 16	KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
1435	IL17A_IL17RA	IL17A	interleukin 17A	IL17RA	interleukin 17 receptor A	DLRP	HPMR	NA	HPRD	STRING.binding	NA	IL17A	IL17RA	NA	known	literature supported
1436	IL17A_IL17RC	IL17A	interleukin 17A	IL17RC	interleukin 17 receptor C	NA	NA	NA	NA	STRING.binding	NA	IL17A	IL17RC	18684971	novel	literature supported
1437	IL17B_IL17RB	IL17B	interleukin 17B	IL17RB	interleukin 17 receptor B	NA	HPMR	NA	HPRD	NA	NA	IL17B	IL17RB	NA	known	literature supported
1438	IL17F_IL17RA	IL17F	interleukin 17F	IL17RA	interleukin 17 receptor A	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	IL17RA	18684971	novel	literature supported
1439	IL18_CD48	IL18	interleukin 18 (interferon-gamma-inducing factor)	CD48	CD48 molecule	NA	NA	NA	NA	STRING.binding	NA	IL18	NA	NA	novel	putative
1440	IL18_IL18R1	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL18R1	interleukin 18 receptor 1	DLRP	HPMR	NA	HPRD	STRING.binding	NA	IL18	IL18R1	NA	known	literature supported
1441	IL18_IL18RAP	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL18RAP	interleukin 18 receptor accessory protein	DLRP	NA	NA	HPRD	STRING.binding	NA	IL18	IL18RAP	NA	known	literature supported
1442	IL18_IL1RAPL1	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL1RAPL1	interleukin 1 receptor accessory protein-like 1	NA	HPMR	NA	NA	NA	NA	IL18	IL1RAPL1	NA	known	literature supported
1443	IL18_IL1RL2	IL18	interleukin 18 (interferon-gamma-inducing factor)	IL1RL2	interleukin 1 receptor-like 2	NA	NA	NA	HPRD	NA	NA	IL18	NA	NA	novel	literature supported
1444	IL19_IL20RA	IL19	interleukin 19	IL20RA	interleukin 20 receptor, alpha	NA	HPMR	NA	HPRD	NA	NA	IL19	IL20RA	NA	known	literature supported
1445	IL19_IL20RB	IL19	interleukin 19	IL20RB	interleukin 20 receptor beta	NA	HPMR	NA	NA	NA	NA	IL19	IL20RB	NA	known	literature supported
1446	IL1A_IL1R1	IL1A	interleukin 1, alpha	IL1R1	interleukin 1 receptor, type I	DLRP	HPMR	NA	HPRD	STRING.binding	NA	IL1A	IL1R1	NA	known	literature supported
1447	IL1A_IL1R2	IL1A	interleukin 1, alpha	IL1R2	interleukin 1 receptor, type II	DLRP	HPMR	NA	HPRD	STRING.binding	NA	IL1A	IL1R2	NA	known	literature supported
1448	IL1A_IL1RAP	IL1A	interleukin 1, alpha	IL1RAP	interleukin 1 receptor accessory protein	NA	NA	NA	HPRD	NA	NA	IL1A	IL1RAP	NA	novel	literature supported
1449	IL1B_ADRB2	IL1B	interleukin 1, beta	ADRB2	adrenoceptor beta 2, surface	NA	NA	NA	HPRD	NA	NA	IL1B	ADRB2	NA	novel	literature supported
1450	IL1B_IL1R1	IL1B	interleukin 1, beta	IL1R1	interleukin 1 receptor, type I	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL1B	IL1R1	NA	known	literature supported
1451	IL1B_IL1R2	IL1B	interleukin 1, beta	IL1R2	interleukin 1 receptor, type II	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL1B	IL1R2	NA	known	literature supported
1452	IL1B_IL1RAP	IL1B	interleukin 1, beta	IL1RAP	interleukin 1 receptor accessory protein	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL1B	IL1RAP	NA	known	literature supported
1453	IL1F10_IL1R1	IL1F10	interleukin 1 family, member 10 (theta)	IL1R1	interleukin 1 receptor, type I	NA	NA	NA	HPRD	NA	NA	NA	IL1R1	NA	novel	literature supported
1454	IL1RN_IL1R1	IL1RN	interleukin 1 receptor antagonist	IL1R1	interleukin 1 receptor, type I	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	IL1R1	NA	known	literature supported
1455	IL1RN_IL1R2	IL1RN	interleukin 1 receptor antagonist	IL1R2	interleukin 1 receptor, type II	DLRP	NA	NA	HPRD	STRING.binding	NA	NA	IL1R2	NA	known	literature supported
1456	IL1RN_IL1RL2	IL1RN	interleukin 1 receptor antagonist	IL1RL2	interleukin 1 receptor-like 2	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	NA	NA	novel	putative
1457	IL20_IL20RA	IL20	interleukin 20	IL20RA	interleukin 20 receptor, alpha	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL20	IL20RA	NA	known	literature supported
1458	IL20_IL20RB	IL20	interleukin 20	IL20RB	interleukin 20 receptor beta	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL20	IL20RB	NA	known	literature supported
1459	IL20_IL22RA1	IL20	interleukin 20	IL22RA1	interleukin 22 receptor, alpha 1	NA	HPMR	NA	NA	NA	NA	IL20	IL22RA1	NA	known	literature supported
1460	IL21_IL21R	IL21	interleukin 21	IL21R	interleukin 21 receptor	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL21	IL21R	NA	known	literature supported
1461	IL21_IL2RG	IL21	interleukin 21	IL2RG	interleukin 2 receptor, gamma	NA	HPMR	NA	NA	NA	NA	IL21	IL2RG	NA	known	literature supported
1462	IL22_IL10RA	IL22	interleukin 22	IL10RA	interleukin 10 receptor, alpha	NA	HPMR	NA	NA	NA	NA	IL22	IL10RA	NA	known	literature supported
1463	IL22_IL10RB	IL22	interleukin 22	IL10RB	interleukin 10 receptor, beta	NA	NA	NA	HPRD	NA	STRING.experiment	IL22	IL10RB	NA	novel	literature supported
1464	IL22_IL21R	IL22	interleukin 22	IL21R	interleukin 21 receptor	NA	NA	NA	NA	STRING.binding	NA	IL22	IL21R	NA	novel	putative
1465	IL22_IL22RA1	IL22	interleukin 22	IL22RA1	interleukin 22 receptor, alpha 1	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL22	IL22RA1	NA	known	literature supported
1466	IL22_IL22RA2	IL22	interleukin 22	IL22RA2	interleukin 22 receptor, alpha 2	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL22	IL22RA2	NA	known	literature supported
1467	IL23A_IL12RB1	IL23A	interleukin 23, alpha subunit p19	IL12RB1	interleukin 12 receptor, beta 1	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL23A	IL12RB1	NA	known	literature supported
1468	IL23A_IL23R	IL23A	interleukin 23, alpha subunit p19	IL23R	interleukin 23 receptor	NA	HPMR	NA	HPRD	STRING.binding	NA	IL23A	IL23R	NA	known	literature supported
1469	IL24_IL20RA	IL24	interleukin 24	IL20RA	interleukin 20 receptor, alpha	NA	HPMR	NA	HPRD	NA	NA	IL24	IL20RA	NA	known	literature supported
1470	IL24_IL20RB	IL24	interleukin 24	IL20RB	interleukin 20 receptor beta	NA	HPMR	NA	NA	NA	NA	IL24	IL20RB	NA	known	literature supported
1471	IL24_IL22RA1	IL24	interleukin 24	IL22RA1	interleukin 22 receptor, alpha 1	NA	HPMR	NA	NA	NA	NA	IL24	IL22RA1	NA	known	literature supported
1472	IL25_IL17RB	IL25	interleukin 25	IL17RB	interleukin 17 receptor B	NA	HPMR	NA	HPRD	NA	NA	IL25	IL17RB	NA	known	literature supported
1473	IL26_IL20RA	IL26	interleukin 26	IL20RA	interleukin 20 receptor, alpha	NA	NA	NA	NA	STRING.binding	NA	NA	IL20RA	NA	novel	putative
1474	IL27_IL27RA	IL27	interleukin 27	IL27RA	interleukin 27 receptor, alpha	NA	NA	NA	HPRD	STRING.binding	NA	NA	NA	NA	novel	literature supported
1475	IL2_CD53	IL2	interleukin 2	CD53	CD53 molecule	NA	NA	NA	HPRD	NA	NA	IL2	CD53	NA	novel	literature supported
1476	IL2_GYPE	IL2	interleukin 2	GYPE	glycophorin E (MNS blood group)	NA	NA	NA	NA	STRING.binding	NA	IL2	NA	NA	novel	putative
1477	IL2_IL2RA	IL2	interleukin 2	IL2RA	interleukin 2 receptor, alpha	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL2	IL2RA	NA	known	literature supported
1478	IL2_IL2RB	IL2	interleukin 2	IL2RB	interleukin 2 receptor, beta	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL2	IL2RB	NA	known	literature supported
1479	IL2_IL2RG	IL2	interleukin 2	IL2RG	interleukin 2 receptor, gamma	DLRP	HPMR	NA	HPRD	NA	NA	IL2	IL2RG	NA	known	literature supported
1480	IL2_NGFR	IL2	interleukin 2	NGFR	nerve growth factor receptor	NA	NA	NA	HPRD	NA	NA	IL2	NGFR	NA	novel	literature supported
1481	IL31_IL31RA	IL31	interleukin 31	IL31RA	interleukin 31 receptor A	NA	HPMR	NA	NA	NA	NA	IL31	IL31RA	NA	known	literature supported
1482	IL31_OSMR	IL31	interleukin 31	OSMR	oncostatin M receptor	NA	HPMR	NA	NA	NA	NA	IL31	OSMR	NA	known	literature supported
1483	IL34_CSF1R	IL34	interleukin 34	CSF1R	colony stimulating factor 1 receptor	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	CSF1R	22729249	novel	literature supported
1484	IL3_CSF2RB	IL3	interleukin 3 (colony-stimulating factor, multiple)	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL3	CSF2RB	NA	known	literature supported
1485	IL3_IL3RA	IL3	interleukin 3 (colony-stimulating factor, multiple)	IL3RA	interleukin 3 receptor, alpha (low affinity)	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	IL3	IL3RA	NA	known	literature supported
1486	IL4_CD53	IL4	interleukin 4	CD53	CD53 molecule	NA	NA	NA	HPRD	NA	NA	IL4	CD53	NA	novel	literature supported
1487	IL4_IL13RA1	IL4	interleukin 4	IL13RA1	interleukin 13 receptor, alpha 1	DLRP	NA	NA	NA	STRING.binding	STRING.experiment	IL4	IL13RA1	10641437	known	literature supported
1488	IL4_IL13RA2	IL4	interleukin 4	IL13RA2	interleukin 13 receptor, alpha 2	NA	NA	NA	HPRD	NA	NA	IL4	IL13RA2	NA	novel	literature supported
1489	IL4_IL2RG	IL4	interleukin 4	IL2RG	interleukin 2 receptor, gamma	DLRP	HPMR	NA	HPRD	NA	NA	IL4	IL2RG	NA	known	literature supported
1490	IL4_IL4R	IL4	interleukin 4	IL4R	interleukin 4 receptor	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL4	IL4R	NA	known	literature supported
1491	IL5_CSF2RB	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	DLRP	HPMR	NA	NA	STRING.binding	STRING.experiment	IL5	CSF2RB	NA	known	literature supported
1492	IL5_IL5RA	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	IL5RA	interleukin 5 receptor, alpha	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	IL5	IL5RA	NA	known	literature supported
1493	IL6_F3	IL6	interleukin 6 (interferon, beta 2)	F3	coagulation factor III (thromboplastin, tissue factor)	NA	NA	NA	NA	STRING.binding	NA	IL6	F3	NA	novel	putative
1494	IL6_IL6R	IL6	interleukin 6 (interferon, beta 2)	IL6R	interleukin 6 receptor	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL6	IL6R	NA	known	literature supported
1495	IL6_IL6ST	IL6	interleukin 6 (interferon, beta 2)	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	IL6	IL6ST	NA	known	literature supported
1496	IL7_IL2RG	IL7	interleukin 7	IL2RG	interleukin 2 receptor, gamma	DLRP	HPMR	NA	HPRD	NA	NA	IL7	IL2RG	NA	known	literature supported
